cluster,case_type,count,p_cluster_given_case,p_cluster,lift
78,regulated_export,18,0.02564102564102564,0.005,5.128205128205128
78,standard_build,7,0.003326996197718631,0.005,0.6653992395437262
79,supplier_substitution,29,0.04538341158059468,0.0058,7.8247261345852905
80,expedited_delivery,31,0.03402854006586169,0.0062,5.48847420417124
81,standard_build,25,0.01188212927756654,0.005,2.376425855513308
82,standard_build,23,0.010931558935361217,0.0046,2.376425855513308
83,standard_build,26,0.012357414448669201,0.0052,2.376425855513308
84,standard_build,51,0.02423954372623574,0.0102,2.3764258555133075
85,standard_build,25,0.01188212927756654,0.005,2.376425855513308
86,expedited_delivery,36,0.03951701427003293,0.0072,5.48847420417124
87,expedited_delivery,20,0.021953896816684963,0.004,5.488474204171241
88,regulated_export,23,0.03276353276353276,0.0046,7.122507122507122
89,standard_build,31,0.014733840304182509,0.0062,2.376425855513308
90,standard_build,37,0.01758555133079848,0.0074,2.376425855513308
91,standard_build,52,0.024714828897338403,0.0104,2.376425855513308
92,custom_configuration,34,0.052795031055900624,0.0088,5.999435347261434
92,supplier_substitution,10,0.01564945226917058,0.0088,1.7783468487693839
93,custom_configuration,35,0.05434782608695652,0.007,7.763975155279502
94,standard_build,36,0.017110266159695818,0.0072,2.376425855513308
95,standard_build,54,0.025665399239543727,0.0108,2.376425855513308
96,standard_build,33,0.01568441064638783,0.0066,2.376425855513308
97,standard_build,30,0.014258555133079848,0.006,2.376425855513308
98,supplier_substitution,32,0.050078247261345854,0.0064,7.82472613458529
99,standard_build,39,0.0185361216730038,0.0078,2.376425855513308
100,standard_build,23,0.010931558935361217,0.0046,2.376425855513308
101,standard_build,31,0.014733840304182509,0.0062,2.376425855513308
102,standard_build,35,0.016634980988593156,0.007,2.376425855513308
103,standard_build,44,0.02091254752851711,0.0088,2.3764258555133075
104,standard_build,31,0.014733840304182509,0.0062,2.376425855513308
105,regulated_export,23,0.03276353276353276,0.0046,7.122507122507122
106,regulated_export,84,0.11965811965811966,0.0168,7.122507122507123
107,regulated_export,43,0.06125356125356125,0.0086,7.122507122507122
108,expedited_delivery,24,0.026344676180021953,0.0048,5.488474204171241
109,expedited_delivery,49,0.05378704720087816,0.0098,5.488474204171241
110,custom_configuration,20,0.031055900621118012,0.004,7.763975155279502
111,standard_build,26,0.012357414448669201,0.0052,2.376425855513308
112,standard_build,27,0.012832699619771864,0.0054,2.376425855513308
113,supplier_substitution,27,0.04225352112676056,0.0054,7.824726134585289
114,supplier_substitution,23,0.03599374021909233,0.0046,7.82472613458529
115,custom_configuration,5,0.007763975155279503,0.0082,0.9468262384487198
115,expedited_delivery,9,0.009879253567508232,0.0082,1.204787020427833
115,regulated_export,9,0.01282051282051282,0.0082,1.5634771732332706
115,standard_build,16,0.0076045627376425855,0.0082,0.9273856997125104
115,supplier_substitution,2,0.003129890453834116,0.0082,0.38169395778464826
116,custom_configuration,28,0.043478260869565216,0.0056,7.763975155279503
117,custom_configuration,26,0.040372670807453416,0.0052,7.763975155279503
118,custom_configuration,22,0.034161490683229816,0.0044,7.763975155279503
119,supplier_substitution,25,0.03912363067292645,0.005,7.82472613458529
120,custom_configuration,30,0.046583850931677016,0.006,7.763975155279502
121,custom_configuration,35,0.05434782608695652,0.007,7.763975155279502
122,custom_configuration,1,0.0015527950310559005,0.012,0.12939958592132503
122,expedited_delivery,1,0.0010976948408342481,0.012,0.09147457006952067
122,regulated_export,18,0.02564102564102564,0.012,2.1367521367521367
122,standard_build,37,0.01758555133079848,0.012,1.4654626108998734
122,supplier_substitution,3,0.004694835680751174,0.012,0.39123630672926446
123,supplier_substitution,85,0.13302034428794993,0.017,7.82472613458529
