cluster,agent,n_traces_with_agent,n_traces_with_focus,proximity,frequency,graph_connectivity,role_relevance,suspect_score
50,orchestrator,4,4,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
50,pricing,4,4,0.55,0.15000000000000002,0.16666666666666666,1.0,0.3983333333333333
50,release,4,4,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
50,scheduling,4,4,0.4375,0.125,0.16666666666666666,1.0,0.3458333333333333
50,factory,4,4,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
50,supply,4,4,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
55,release,3,3,0.7777777777777777,0.16666666666666666,0.16666666666666666,1.0,0.49444444444444446
55,orchestrator,3,3,0.25,0.4000000000000001,0.6666666666666666,0.5,0.4033333333333334
55,scheduling,3,3,0.5,0.20000000000000004,0.16666666666666666,1.0,0.3933333333333333
55,supply,3,3,0.42857142857142855,0.13333333333333333,0.16666666666666666,1.0,0.34476190476190477
55,compliance,3,3,0.1111111111111111,0.10000000000000002,0.16666666666666666,1.0,0.20777777777777778
56,factory,1,2,1.0,0.1,0.0,1.0,0.53
56,orchestrator,2,2,0.25,0.4,0.6666666666666666,0.5,0.4033333333333333
56,compliance,2,2,0.5555555555555556,0.15000000000000002,0.16666666666666666,1.0,0.40055555555555555
56,scheduling,2,2,0.5,0.2,0.16666666666666666,1.0,0.3933333333333333
56,release,2,2,0.3333333333333333,0.1,0.16666666666666666,1.0,0.29666666666666663
56,supply,2,2,0.14285714285714285,0.1,0.16666666666666666,1.0,0.22047619047619046
57,release,3,3,0.8333333333333334,0.13333333333333333,0.16666666666666666,1.0,0.5066666666666667
57,orchestrator,3,3,0.38888888888888884,0.43333333333333335,0.8333333333333334,0.5,0.5022222222222222
57,compliance,3,3,0.4226190476190476,0.13333333333333333,0.16666666666666666,1.0,0.3423809523809524
57,scheduling,3,3,0.27777777777777773,0.10000000000000002,0.16666666666666666,1.0,0.27444444444444444
57,supply,3,3,0.17777777777777778,0.10000000000000002,0.16666666666666666,1.0,0.23444444444444446
57,pricing,3,3,0.1037037037037037,0.10000000000000002,0.16666666666666666,1.0,0.2048148148148148
60,orchestrator,8,8,0.5,0.5,0.8333333333333333,0.5,0.5666666666666667
60,release,8,8,1.0,0.09999999999999999,0.16666666666666666,1.0,0.5633333333333334
60,scheduling,8,8,0.3333333333333333,0.09999999999999999,0.16666666666666666,1.0,0.29666666666666663
60,supply,8,8,0.19999999999999998,0.09999999999999999,0.16666666666666666,1.0,0.24333333333333335
60,compliance,8,8,0.14285714285714282,0.09999999999999999,0.16666666666666666,1.0,0.22047619047619046
60,pricing,8,8,0.11111111111111113,0.09999999999999999,0.16666666666666666,1.0,0.20777777777777778
66,orchestrator,34,34,0.5,0.5,0.833333333333333,0.5,0.5666666666666667
66,release,34,34,1.0,0.10000000000000005,0.1666666666666667,1.0,0.5633333333333334
66,scheduling,34,34,0.3333333333333334,0.10000000000000005,0.1666666666666667,1.0,0.29666666666666675
66,supply,34,34,0.2000000000000001,0.10000000000000005,0.1666666666666667,1.0,0.2433333333333334
66,compliance,34,34,0.14285714285714288,0.10000000000000005,0.1666666666666667,1.0,0.22047619047619052
66,pricing,34,34,0.11111111111111115,0.10000000000000005,0.1666666666666667,1.0,0.20777777777777784
67,orchestrator,40,40,0.5,0.5,0.833333333333333,0.5,0.5666666666666667
67,release,40,40,1.0,0.10000000000000005,0.16666666666666674,1.0,0.5633333333333334
67,scheduling,40,40,0.3333333333333335,0.10000000000000005,0.16666666666666674,1.0,0.29666666666666675
67,supply,40,40,0.2000000000000001,0.10000000000000005,0.16666666666666674,1.0,0.2433333333333334
67,compliance,40,40,0.14285714285714293,0.10000000000000005,0.16666666666666674,1.0,0.22047619047619055
67,pricing,40,40,0.11111111111111109,0.10000000000000005,0.16666666666666674,1.0,0.2077777777777778
68,orchestrator,1,1,1.0,0.5,0.6666666666666666,0.5,0.7333333333333334
68,scheduling,1,1,0.5,0.2,0.16666666666666666,1.0,0.3933333333333333
68,release,1,1,0.3333333333333333,0.1,0.16666666666666666,1.0,0.29666666666666663
68,supply,1,1,0.14285714285714285,0.1,0.16666666666666666,1.0,0.22047619047619046
68,compliance,1,1,0.1111111111111111,0.1,0.16666666666666666,1.0,0.20777777777777778
71,orchestrator,54,54,0.4814814814814814,0.4833333333333332,0.8333333333333337,0.5,0.5542592592592593
71,release,54,54,0.9166666666666666,0.10185185185185179,0.1666666666666667,1.0,0.5305555555555556
71,scheduling,54,54,0.38734567901234557,0.1092592592592592,0.1666666666666667,1.0,0.3210493827160493
71,supply,54,54,0.2092592592592592,0.1018518518518518,0.1666666666666667,1.0,0.2475925925925926
71,compliance,54,54,0.17195767195767203,0.10370370370370365,0.1666666666666667,1.0,0.23322751322751326
71,pricing,54,54,0.10905349794238674,0.09999999999999994,0.1666666666666667,1.0,0.20695473251028804
72,orchestrator,5,5,0.4666666666666667,0.42000000000000004,0.8333333333333334,0.5,0.5293333333333333
72,release,5,5,0.7,0.13999999999999999,0.16666666666666666,1.0,0.45533333333333326
72,compliance,5,5,0.4600000000000001,0.13999999999999999,0.16666666666666666,1.0,0.3593333333333334
72,scheduling,5,5,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
72,factory,5,5,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
72,supply,5,5,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
74,factory,1,2,1.0,0.1,0.0,1.0,0.53
74,orchestrator,2,2,0.41666666666666663,0.45,0.8333333333333334,0.5,0.5183333333333333
74,release,2,2,0.75,0.1,0.16666666666666666,1.0,0.4633333333333334
74,scheduling,2,2,0.29166666666666663,0.1,0.16666666666666666,1.0,0.28
74,supply,2,2,0.18333333333333335,0.1,0.16666666666666666,1.0,0.2366666666666667
74,compliance,2,2,0.13392857142857142,0.1,0.16666666666666666,1.0,0.2169047619047619
74,pricing,2,2,0.10555555555555556,0.1,0.16666666666666666,1.0,0.20555555555555555
75,orchestrator,8,8,0.5,0.5,0.8333333333333333,0.5,0.5666666666666667
75,release,8,8,1.0,0.09999999999999999,0.16666666666666666,1.0,0.5633333333333334
75,scheduling,8,8,0.3333333333333333,0.09999999999999999,0.16666666666666666,1.0,0.29666666666666663
75,supply,8,8,0.19999999999999998,0.09999999999999999,0.16666666666666666,1.0,0.24333333333333335
75,compliance,8,8,0.14285714285714282,0.09999999999999999,0.16666666666666666,1.0,0.22047619047619046
75,pricing,8,8,0.11111111111111113,0.09999999999999999,0.16666666666666666,1.0,0.20777777777777778
77,orchestrator,2,2,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.5,0.45
77,scheduling,2,2,0.625,0.16666666666666666,0.16666666666666666,1.0,0.43333333333333335
77,supply,2,2,0.5833333333333334,0.16666666666666666,0.16666666666666666,1.0,0.41666666666666674
77,release,2,2,0.5,0.1111111111111111,0.16666666666666666,1.0,0.3666666666666667
77,pricing,2,2,0.125,0.1111111111111111,0.16666666666666666,1.0,0.21666666666666667
80,pricing,1,3,1.0,0.1,0.0,1.0,0.53
80,orchestrator,3,3,0.5,0.43333333333333335,0.6666666666666666,0.5,0.5133333333333334
80,release,3,3,0.5555555555555555,0.13333333333333333,0.16666666666666666,1.0,0.39555555555555555
80,scheduling,3,3,0.5,0.20000000000000004,0.16666666666666666,1.0,0.3933333333333333
80,supply,3,3,0.14285714285714285,0.10000000000000002,0.16666666666666666,1.0,0.2204761904761905
80,compliance,3,3,0.1111111111111111,0.10000000000000002,0.16666666666666666,1.0,0.20777777777777778
81,orchestrator,4,4,0.4583333333333333,0.475,0.8333333333333334,0.5,0.5425
81,release,4,4,0.875,0.1,0.16666666666666666,1.0,0.5133333333333333
81,compliance,4,4,0.3571428571428571,0.125,0.16666666666666666,1.0,0.3136904761904762
81,scheduling,4,4,0.3125,0.1,0.16666666666666666,1.0,0.28833333333333333
81,supply,4,4,0.19166666666666665,0.1,0.16666666666666666,1.0,0.24
81,pricing,4,4,0.10833333333333332,0.1,0.16666666666666666,1.0,0.20666666666666667
84,orchestrator,7,7,0.5476190476190477,0.4428571428571428,0.8095238095238094,0.5,0.5638095238095239
84,factory,1,7,1.0,0.1,0.0,1.0,0.53
84,release,7,7,0.5476190476190476,0.09999999999999999,0.16666666666666666,1.0,0.3823809523809524
84,supply,7,7,0.4061224489795919,0.1285714285714286,0.16666666666666666,1.0,0.3343537414965987
84,scheduling,7,7,0.2976190476190476,0.11428571428571428,0.16666666666666666,1.0,0.2866666666666666
84,pricing,7,7,0.23174603174603178,0.11428571428571428,0.16666666666666666,1.0,0.26031746031746034
84,compliance,6,7,0.12797619047619047,0.09999999999999999,0.16666666666666666,1.0,0.21452380952380953
85,compliance,2,4,1.0,0.1111111111111111,0.0,1.0,0.5333333333333333
85,orchestrator,4,4,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.5,0.45
85,scheduling,4,4,0.625,0.16666666666666666,0.16666666666666666,1.0,0.43333333333333335
85,release,4,4,0.5,0.1111111111111111,0.16666666666666666,1.0,0.3666666666666667
85,supply,4,4,0.16666666666666666,0.1111111111111111,0.16666666666666666,1.0,0.23333333333333334
85,pricing,4,4,0.125,0.1111111111111111,0.16666666666666666,1.0,0.21666666666666667
86,factory,3,36,1.0,0.10000000000000002,0.0,1.0,0.53
86,orchestrator,36,36,0.4074074074074075,0.4111111111111113,0.8333333333333329,0.5,0.5029629629629631
86,release,36,36,0.5694444444444444,0.11388888888888893,0.1666666666666667,1.0,0.39527777777777773
86,scheduling,36,36,0.4375,0.12500000000000003,0.1666666666666667,1.0,0.3458333333333334
86,supply,36,36,0.35185185185185186,0.12222222222222226,0.1666666666666667,1.0,0.31074074074074076
86,pricing,36,36,0.19999999999999987,0.11111111111111116,0.1666666666666667,1.0,0.24666666666666667
86,compliance,36,36,0.19791666666666666,0.10833333333333339,0.1666666666666667,1.0,0.24500000000000002
87,factory,1,3,1.0,0.1,0.0,1.0,0.53
87,scheduling,3,3,0.75,0.16666666666666666,0.16666666666666666,1.0,0.4833333333333334
87,orchestrator,3,3,0.3333333333333333,0.4000000000000001,0.8333333333333334,0.5,0.47000000000000003
87,release,3,3,0.5,0.10000000000000002,0.16666666666666666,1.0,0.3633333333333334
87,supply,3,3,0.16666666666666666,0.10000000000000002,0.16666666666666666,1.0,0.23
87,compliance,3,3,0.125,0.10000000000000002,0.16666666666666666,1.0,0.21333333333333335
87,pricing,3,3,0.10000000000000002,0.10000000000000002,0.16666666666666666,1.0,0.20333333333333334
89,orchestrator,4,4,0.41666666666666663,0.44999999999999996,0.8333333333333334,0.5,0.5183333333333333
89,release,4,4,0.75,0.1,0.16666666666666666,1.0,0.4633333333333334
89,supply,4,4,0.39166666666666666,0.125,0.16666666666666666,1.0,0.3275
89,pricing,4,4,0.33055555555555555,0.125,0.16666666666666666,1.0,0.3030555555555555
89,scheduling,4,4,0.29166666666666663,0.1,0.16666666666666666,1.0,0.28
89,compliance,4,4,0.13392857142857142,0.1,0.16666666666666666,1.0,0.2169047619047619
90,factory,1,3,1.0,0.1,0.0,1.0,0.53
90,release,3,3,0.8333333333333334,0.13333333333333333,0.16666666666666666,1.0,0.5066666666666667
90,orchestrator,3,3,0.3611111111111111,0.43333333333333335,0.7777777777777778,0.5,0.48000000000000004
90,scheduling,3,3,0.3611111111111111,0.13333333333333333,0.16666666666666666,1.0,0.3177777777777778
90,supply,3,3,0.16984126984126982,0.10000000000000002,0.16666666666666666,1.0,0.23126984126984126
90,compliance,3,3,0.1263227513227513,0.10000000000000002,0.16666666666666666,1.0,0.21386243386243386
90,pricing,2,3,0.10555555555555556,0.1,0.16666666666666666,1.0,0.20555555555555555
92,factory,2,5,1.0,0.10555555555555556,0.0,1.0,0.5316666666666667
92,orchestrator,5,5,0.4666666666666666,0.4288888888888889,0.8,0.5,0.5253333333333333
92,release,5,5,0.6,0.12222222222222223,0.16666666666666666,1.0,0.41000000000000003
92,scheduling,5,5,0.4,0.1222222222222222,0.16666666666666666,1.0,0.33
92,supply,5,5,0.16666666666666666,0.10222222222222224,0.16666666666666666,1.0,0.2306666666666667
92,compliance,4,5,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
92,pricing,5,5,0.10500000000000001,0.10222222222222224,0.16666666666666666,1.0,0.20600000000000002
93,orchestrator,6,6,0.3611111111111111,0.4166666666666667,0.8333333333333334,0.5,0.48611111111111116
93,release,6,6,0.6666666666666666,0.11666666666666665,0.16666666666666666,1.0,0.43499999999999994
93,scheduling,6,6,0.638888888888889,0.15,0.16666666666666666,1.0,0.4338888888888889
93,pricing,6,6,0.2518518518518519,0.11666666666666668,0.16666666666666666,1.0,0.26907407407407413
93,supply,6,6,0.1722222222222222,0.09999999999999999,0.16666666666666666,1.0,0.23222222222222222
93,compliance,6,6,0.12797619047619047,0.09999999999999999,0.16666666666666666,1.0,0.21452380952380953
103,orchestrator,44,44,0.5,0.5,0.8333333333333333,0.5,0.5666666666666667
103,release,44,44,1.0,0.1,0.16666666666666677,1.0,0.5633333333333334
103,scheduling,44,44,0.33333333333333354,0.1,0.16666666666666677,1.0,0.29666666666666675
103,supply,44,44,0.2,0.1,0.16666666666666677,1.0,0.24333333333333337
103,compliance,44,44,0.14285714285714296,0.1,0.16666666666666677,1.0,0.22047619047619055
103,pricing,44,44,0.11111111111111106,0.1,0.16666666666666677,1.0,0.20777777777777778
106,factory,4,49,1.0,0.1,0.0,1.0,0.53
106,orchestrator,49,49,0.41156462585034015,0.436734693877551,0.8231292517006805,0.5,0.5102721088435375
106,release,49,49,0.6836734693877551,0.1061224489795918,0.16666666666666677,1.0,0.4386394557823129
106,scheduling,49,49,0.3996598639455781,0.12040816326530608,0.16666666666666677,1.0,0.32931972789115643
106,supply,49,49,0.2786200194363459,0.11224489795918363,0.16666666666666677,1.0,0.2784548104956268
106,compliance,49,49,0.23712342079689014,0.11224489795918363,0.16666666666666677,1.0,0.2618561710398445
106,pricing,47,49,0.1995271867612291,0.10851063829787229,0.16312056737588662,1.0,0.24498817966903066
107,orchestrator,19,19,0.48245614035087714,0.48947368421052634,0.8333333333333336,0.5,0.5564912280701755
107,release,19,19,0.9473684210526315,0.10000000000000003,0.1666666666666666,1.0,0.542280701754386
107,scheduling,19,19,0.32456140350877183,0.10000000000000003,0.1666666666666666,1.0,0.29315789473684206
107,supply,19,19,0.24035087719298248,0.10526315789473686,0.1666666666666666,1.0,0.2610526315789474
107,compliance,19,19,0.18703007518796988,0.10526315789473686,0.1666666666666666,1.0,0.23972431077694234
107,pricing,19,19,0.10994152046783628,0.10000000000000003,0.1666666666666666,1.0,0.20730994152046786
108,factory,1,5,1.0,0.1,0.0,1.0,0.53
108,orchestrator,5,5,0.39999999999999997,0.44000000000000006,0.8333333333333334,0.5,0.5086666666666667
108,release,5,5,0.7,0.1,0.16666666666666666,1.0,0.44333333333333325
108,compliance,5,5,0.4821428571428571,0.14,0.16666666666666666,1.0,0.3681904761904762
108,scheduling,5,5,0.2833333333333333,0.1,0.16666666666666666,1.0,0.27666666666666667
108,supply,5,5,0.18,0.1,0.16666666666666666,1.0,0.23533333333333334
108,pricing,5,5,0.10444444444444442,0.1,0.16666666666666666,1.0,0.2051111111111111
109,orchestrator,13,13,0.6025641025641024,0.4692307692307693,0.8076923076923077,0.5,0.5933333333333334
109,release,13,13,0.7307692307692307,0.1230769230769231,0.16666666666666666,1.0,0.46256410256410263
109,pricing,11,13,0.26666666666666666,0.11818181818181821,0.16666666666666669,1.0,0.2754545454545455
109,scheduling,13,13,0.2527472527472528,0.1,0.16666666666666666,1.0,0.26443223443223446
109,compliance,13,13,0.2284798534798535,0.10769230769230773,0.16666666666666666,1.0,0.2570329670329671
109,supply,13,13,0.16581196581196583,0.1,0.16666666666666666,1.0,0.22965811965811966
110,orchestrator,1,1,0.5,0.5,0.8333333333333334,0.5,0.5666666666666667
110,release,1,1,1.0,0.1,0.16666666666666666,1.0,0.5633333333333334
110,scheduling,1,1,0.3333333333333333,0.1,0.16666666666666666,1.0,0.29666666666666663
110,supply,1,1,0.2,0.1,0.16666666666666666,1.0,0.24333333333333335
110,compliance,1,1,0.14285714285714285,0.1,0.16666666666666666,1.0,0.22047619047619046
110,pricing,1,1,0.1111111111111111,0.1,0.16666666666666666,1.0,0.20777777777777778
113,orchestrator,13,13,0.4871794871794871,0.4230769230769231,0.8205128205128206,0.5,0.5358974358974359
113,factory,3,13,1.0,0.10000000000000002,0.0,1.0,0.53
113,release,13,13,0.5256410256410257,0.1076923076923077,0.16666666666666666,1.0,0.37589743589743596
113,scheduling,13,13,0.4423076923076923,0.13076923076923078,0.16666666666666666,1.0,0.3494871794871795
113,supply,13,13,0.22893772893772887,0.1076923076923077,0.16666666666666666,1.0,0.2572161172161172
113,compliance,13,13,0.19123931623931625,0.10769230769230773,0.16666666666666666,1.0,0.24213675213675215
113,pricing,12,13,0.17500000000000002,0.10833333333333334,0.16666666666666666,1.0,0.23583333333333334
114,orchestrator,16,16,0.48958333333333337,0.49375,0.8333333333333335,0.5,0.5606250000000002
114,release,16,16,0.96875,0.10000000000000002,0.16666666666666663,1.0,0.5508333333333334
114,scheduling,16,16,0.32812499999999994,0.10000000000000002,0.16666666666666663,1.0,0.2945833333333333
114,supply,16,16,0.25000000000000006,0.10625000000000002,0.16666666666666663,1.0,0.2652083333333334
114,compliance,16,16,0.1417410714285714,0.10000000000000002,0.16666666666666663,1.0,0.2200297619047619
114,pricing,16,16,0.11041666666666669,0.10000000000000002,0.16666666666666663,1.0,0.20750000000000002
115,release,41,41,0.934959349593496,0.20000000000000007,0.16666666666666674,1.0,0.5673170731707318
115,pricing,1,41,1.0,0.1,0.0,1.0,0.53
115,orchestrator,41,41,0.49390243902439024,0.49024390243902444,0.6626016260162605,0.5,0.5271544715447156
115,compliance,41,41,0.3219512195121953,0.10000000000000003,0.16666666666666674,1.0,0.2921138211382115
115,scheduling,41,41,0.2047038327526133,0.10975609756097561,0.16666666666666674,1.0,0.24814169570267136
115,supply,40,41,0.11000000000000001,0.10000000000000005,0.16666666666666674,1.0,0.20733333333333337
116,orchestrator,28,28,0.5,0.5,0.8333333333333331,0.5,0.5666666666666667
116,release,28,28,1.0,0.10000000000000005,0.16666666666666666,1.0,0.5633333333333334
116,scheduling,28,28,0.3333333333333333,0.10000000000000005,0.16666666666666666,1.0,0.29666666666666663
116,supply,28,28,0.2000000000000001,0.10000000000000005,0.16666666666666666,1.0,0.2433333333333334
116,compliance,28,28,0.14285714285714282,0.10000000000000005,0.16666666666666666,1.0,0.2204761904761905
116,pricing,28,28,0.11111111111111115,0.10000000000000005,0.16666666666666666,1.0,0.2077777777777778
117,orchestrator,11,11,0.5,0.5,0.8333333333333333,0.5,0.5666666666666667
117,release,11,11,1.0,0.09999999999999999,0.16666666666666669,1.0,0.5633333333333334
117,scheduling,11,11,0.33333333333333337,0.09999999999999999,0.16666666666666669,1.0,0.29666666666666675
117,supply,11,11,0.19999999999999998,0.09999999999999999,0.16666666666666669,1.0,0.24333333333333335
117,compliance,11,11,0.14285714285714282,0.09999999999999999,0.16666666666666669,1.0,0.2204761904761905
117,pricing,11,11,0.11111111111111115,0.09999999999999999,0.16666666666666669,1.0,0.20777777777777778
118,orchestrator,2,2,0.41666666666666663,0.45,0.8333333333333334,0.5,0.5183333333333333
118,release,2,2,0.75,0.1,0.16666666666666666,1.0,0.4633333333333334
118,pricing,2,2,0.5555555555555556,0.15000000000000002,0.16666666666666666,1.0,0.40055555555555555
118,scheduling,2,2,0.29166666666666663,0.1,0.16666666666666666,1.0,0.28
118,supply,2,2,0.18333333333333335,0.1,0.16666666666666666,1.0,0.2366666666666667
118,compliance,2,2,0.13392857142857142,0.1,0.16666666666666666,1.0,0.2169047619047619
120,orchestrator,5,5,0.4666666666666667,0.42000000000000004,0.8333333333333334,0.5,0.5293333333333333
120,scheduling,5,5,0.85,0.18000000000000002,0.16666666666666666,1.0,0.5273333333333333
120,release,5,5,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
120,supply,5,5,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
120,compliance,5,5,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
120,pricing,5,5,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
121,orchestrator,35,35,0.4833333333333334,0.42285714285714304,0.8285714285714283,0.5,0.535904761904762
121,factory,5,35,1.0,0.1,0.0,1.0,0.53
121,release,35,35,0.5666666666666667,0.11428571428571434,0.1666666666666667,1.0,0.39428571428571435
121,supply,35,35,0.3333333333333333,0.12000000000000005,0.1666666666666667,1.0,0.3026666666666667
121,scheduling,35,35,0.3,0.10857142857142862,0.1666666666666667,1.0,0.28590476190476194
121,compliance,35,35,0.22460317460317458,0.11142857142857149,0.1666666666666667,1.0,0.2566031746031746
121,pricing,34,35,0.20588235294117632,0.111764705882353,0.1666666666666667,1.0,0.2492156862745098
122,release,60,60,0.8916666666666667,0.3000000000000004,0.16666666666666663,1.0,0.5800000000000001
122,scheduling,8,60,1.0,0.09999999999999999,0.0,1.0,0.53
122,orchestrator,60,60,0.4972222222222221,0.4833333333333332,0.33333333333333326,0.5,0.46055555555555544
122,compliance,60,60,0.3402777777777778,0.20333333333333314,0.16666666666666663,1.0,0.33044444444444443
123,pricing,1,27,1.0,0.1,0.0,1.0,0.53
123,release,27,27,0.7777777777777778,0.2037037037037037,0.16666666666666663,1.0,0.5055555555555555
123,orchestrator,27,27,0.4444444444444444,0.45555555555555566,0.6049382716049382,0.5,0.4854320987654321
123,scheduling,18,27,0.4702380952380953,0.12777777777777782,0.15740740740740736,1.0,0.35791005291005296
123,factory,17,27,0.2895424836601307,0.11764705882352941,0.16666666666666663,1.0,0.2844444444444444
123,compliance,27,27,0.27098765432098754,0.1407407407407408,0.16666666666666663,1.0,0.2839506172839506
123,supply,10,27,0.125,0.09999999999999999,0.16666666666666669,1.0,0.21333333333333335
