cluster,agent,n_traces_with_agent,n_traces_with_focus,proximity,frequency,graph_connectivity,role_relevance,suspect_score
59,orchestrator,36,36,0.5,0.5,0.8333333333333329,0.5,0.5666666666666667
59,release,36,36,1.0,0.10000000000000005,0.1666666666666667,1.0,0.5633333333333334
59,scheduling,36,36,0.3333333333333334,0.10000000000000005,0.1666666666666667,1.0,0.29666666666666675
59,supply,36,36,0.2000000000000001,0.10000000000000005,0.1666666666666667,1.0,0.2433333333333334
59,compliance,36,36,0.1428571428571429,0.10000000000000005,0.1666666666666667,1.0,0.22047619047619052
59,pricing,36,36,0.11111111111111113,0.10000000000000005,0.1666666666666667,1.0,0.2077777777777778
60,orchestrator,38,38,0.5,0.5,0.8333333333333329,0.5,0.5666666666666667
60,release,38,38,1.0,0.10000000000000005,0.16666666666666674,1.0,0.5633333333333334
60,scheduling,38,38,0.3333333333333335,0.10000000000000005,0.16666666666666674,1.0,0.29666666666666675
60,supply,38,38,0.2000000000000001,0.10000000000000005,0.16666666666666674,1.0,0.2433333333333334
60,compliance,38,38,0.1428571428571429,0.10000000000000005,0.16666666666666674,1.0,0.22047619047619052
60,pricing,38,38,0.11111111111111112,0.10000000000000005,0.16666666666666674,1.0,0.2077777777777778
62,orchestrator,2,2,0.6666666666666666,0.4722222222222222,0.6666666666666666,0.5,0.5916666666666667
62,supply,2,2,0.5714285714285714,0.1611111111111111,0.16666666666666666,1.0,0.4102380952380952
62,release,2,2,0.41666666666666663,0.10555555555555556,0.16666666666666666,1.0,0.33166666666666667
62,scheduling,2,2,0.375,0.15555555555555556,0.16666666666666666,1.0,0.33
62,pricing,2,2,0.11805555555555555,0.10555555555555556,0.16666666666666666,1.0,0.21222222222222223
65,orchestrator,3,3,0.5,0.5,0.8333333333333334,0.5,0.5666666666666667
65,release,3,3,1.0,0.10000000000000002,0.16666666666666666,1.0,0.5633333333333334
65,scheduling,3,3,0.3333333333333333,0.10000000000000002,0.16666666666666666,1.0,0.29666666666666663
65,supply,3,3,0.20000000000000004,0.10000000000000002,0.16666666666666666,1.0,0.24333333333333335
65,compliance,3,3,0.14285714285714285,0.10000000000000002,0.16666666666666666,1.0,0.2204761904761905
65,pricing,3,3,0.1111111111111111,0.10000000000000002,0.16666666666666666,1.0,0.20777777777777778
68,orchestrator,1,1,1.0,0.5555555555555556,0.6666666666666666,0.5,0.75
68,release,1,1,0.5,0.1111111111111111,0.16666666666666666,1.0,0.3666666666666667
68,scheduling,1,1,0.25,0.1111111111111111,0.16666666666666666,1.0,0.26666666666666666
68,supply,1,1,0.16666666666666666,0.1111111111111111,0.16666666666666666,1.0,0.23333333333333334
68,pricing,1,1,0.125,0.1111111111111111,0.16666666666666666,1.0,0.21666666666666667
70,orchestrator,8,8,0.6666666666666666,0.44999999999999996,0.8333333333333333,0.5,0.6183333333333333
70,release,8,8,0.5625,0.11249999999999999,0.16666666666666666,1.0,0.39208333333333334
70,pricing,8,8,0.325,0.125,0.16666666666666666,1.0,0.30083333333333334
70,scheduling,8,8,0.25,0.09999999999999999,0.16666666666666666,1.0,0.2633333333333333
70,compliance,8,8,0.234375,0.11249999999999999,0.16666666666666666,1.0,0.26083333333333336
70,supply,8,8,0.16666666666666666,0.09999999999999999,0.16666666666666666,1.0,0.23
71,factory,1,5,1.0,0.1,0.0,1.0,0.53
71,orchestrator,5,5,0.39999999999999997,0.44000000000000006,0.8333333333333334,0.5,0.5086666666666667
71,release,5,5,0.7,0.1,0.16666666666666666,1.0,0.44333333333333325
71,compliance,5,5,0.4821428571428571,0.14,0.16666666666666666,1.0,0.3681904761904762
71,scheduling,5,5,0.2833333333333333,0.1,0.16666666666666666,1.0,0.27666666666666667
71,supply,5,5,0.18,0.1,0.16666666666666666,1.0,0.23533333333333334
71,pricing,5,5,0.10444444444444442,0.1,0.16666666666666666,1.0,0.2051111111111111
73,orchestrator,54,54,0.4814814814814814,0.4833333333333332,0.8333333333333337,0.5,0.5542592592592593
73,release,54,54,0.9166666666666666,0.10185185185185179,0.1666666666666667,1.0,0.5305555555555556
73,scheduling,54,54,0.38734567901234557,0.1092592592592592,0.1666666666666667,1.0,0.3210493827160493
73,supply,54,54,0.2092592592592592,0.1018518518518518,0.1666666666666667,1.0,0.2475925925925926
73,compliance,54,54,0.17195767195767203,0.10370370370370365,0.1666666666666667,1.0,0.23322751322751326
73,pricing,54,54,0.10905349794238674,0.09999999999999994,0.1666666666666667,1.0,0.20695473251028804
74,scheduling,4,4,0.75,0.2,0.16666666666666666,1.0,0.4933333333333334
74,orchestrator,4,4,0.29166666666666663,0.4,0.75,0.5,0.43666666666666665
74,release,4,4,0.5833333333333333,0.125,0.16666666666666666,1.0,0.4041666666666667
74,pricing,3,4,0.4000000000000001,0.10000000000000002,0.1111111111111111,1.0,0.3122222222222223
74,supply,4,4,0.15476190476190477,0.1,0.16666666666666666,1.0,0.22523809523809524
74,compliance,4,4,0.11805555555555555,0.1,0.16666666666666666,1.0,0.21055555555555555
75,release,3,3,0.8333333333333334,0.13333333333333333,0.16666666666666666,1.0,0.5066666666666667
75,orchestrator,3,3,0.38888888888888884,0.43333333333333335,0.8333333333333334,0.5,0.5022222222222222
75,compliance,3,3,0.4226190476190476,0.13333333333333333,0.16666666666666666,1.0,0.3423809523809524
75,scheduling,3,3,0.27777777777777773,0.10000000000000002,0.16666666666666666,1.0,0.27444444444444444
75,supply,3,3,0.17777777777777778,0.10000000000000002,0.16666666666666666,1.0,0.23444444444444446
75,pricing,3,3,0.1037037037037037,0.10000000000000002,0.16666666666666666,1.0,0.2048148148148148
78,factory,5,39,1.0,0.1,0.0,1.0,0.53
78,orchestrator,39,39,0.41666666666666674,0.412820512820513,0.8247863247863245,0.5,0.5054700854700855
78,release,39,39,0.5555555555555556,0.11282051282051284,0.16666666666666674,1.0,0.3894017094017094
78,scheduling,39,39,0.4358974358974359,0.1282051282051282,0.16666666666666674,1.0,0.3461538461538462
78,supply,39,39,0.33638583638583636,0.12051282051282051,0.16666666666666674,1.0,0.304041514041514
78,pricing,37,39,0.19729729729729717,0.11081081081081084,0.1666666666666667,1.0,0.24549549549549549
78,compliance,39,39,0.19159544159544156,0.10769230769230773,0.16666666666666674,1.0,0.2422792022792023
79,pricing,1,1,1.0,0.1,0.0,1.0,0.53
79,orchestrator,1,1,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
79,release,1,1,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
79,scheduling,1,1,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
79,factory,1,1,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
79,supply,1,1,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
79,compliance,1,1,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
82,factory,4,23,1.0,0.1,0.0,1.0,0.53
82,orchestrator,23,23,0.3840579710144927,0.4086956521739131,0.8115942028985508,0.5,0.4885507246376812
82,release,23,23,0.5,0.10434782608695656,0.1666666666666666,1.0,0.3646376811594203
82,scheduling,23,23,0.3804347826086957,0.12608695652173915,0.1666666666666666,1.0,0.32333333333333336
82,compliance,23,23,0.3134057971014492,0.12173913043478266,0.1666666666666666,1.0,0.2952173913043478
82,supply,23,23,0.3095238095238096,0.11739130434782612,0.1666666666666666,1.0,0.292360248447205
82,pricing,21,23,0.2714285714285713,0.11428571428571435,0.15873015873015867,1.0,0.27460317460317457
83,orchestrator,8,8,0.4166666666666667,0.4125,0.8333333333333333,0.5,0.5070833333333333
83,release,8,8,0.5625,0.11249999999999999,0.16666666666666666,1.0,0.39208333333333334
83,factory,8,8,0.47916666666666663,0.13749999999999998,0.16666666666666666,1.0,0.36624999999999996
83,scheduling,8,8,0.34375,0.11249999999999999,0.16666666666666666,1.0,0.3045833333333333
83,supply,8,8,0.234375,0.1125,0.16666666666666666,1.0,0.26083333333333336
83,compliance,8,8,0.21250000000000005,0.09999999999999999,0.14583333333333331,1.0,0.2441666666666667
83,pricing,1,8,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
86,release,36,36,0.9444444444444444,0.23611111111111116,0.1666666666666667,1.0,0.5819444444444445
86,pricing,1,36,1.0,0.1,0.0,1.0,0.53
86,orchestrator,36,36,0.5,0.49166666666666675,0.5462962962962963,0.5,0.5067592592592594
86,compliance,36,36,0.3240740740740742,0.13611111111111113,0.1666666666666667,1.0,0.30379629629629634
86,scheduling,24,36,0.21279761904761915,0.1041666666666667,0.15972222222222215,1.0,0.24831349206349212
86,supply,23,36,0.10966183574879229,0.10000000000000003,0.1666666666666666,1.0,0.20719806763285026
87,orchestrator,9,9,0.48148148148148157,0.48888888888888893,0.8333333333333333,0.5,0.555925925925926
87,release,9,9,0.9444444444444444,0.09999999999999999,0.16666666666666666,1.0,0.5411111111111111
87,scheduling,9,9,0.40740740740740744,0.1111111111111111,0.16666666666666666,1.0,0.3296296296296296
87,supply,9,9,0.1962962962962963,0.09999999999999999,0.16666666666666666,1.0,0.24185185185185187
87,compliance,9,9,0.14087301587301584,0.09999999999999999,0.16666666666666666,1.0,0.21968253968253967
87,pricing,9,9,0.10987654320987655,0.09999999999999999,0.16666666666666666,1.0,0.20728395061728397
88,factory,3,15,1.0,0.10000000000000002,0.0,1.0,0.53
88,orchestrator,15,15,0.3722222222222221,0.4066666666666668,0.8222222222222223,0.5,0.48533333333333334
88,release,15,15,0.6,0.12000000000000002,0.16666666666666663,1.0,0.4093333333333333
88,scheduling,15,15,0.31666666666666665,0.11333333333333336,0.16666666666666663,1.0,0.29400000000000004
88,compliance,15,15,0.29907407407407405,0.12000000000000001,0.16666666666666663,1.0,0.288962962962963
88,pricing,14,15,0.29285714285714287,0.12142857142857146,0.16666666666666666,1.0,0.2869047619047619
88,supply,15,15,0.22063492063492057,0.10666666666666669,0.16666666666666663,1.0,0.2535873015873016
89,factory,1,2,1.0,0.1,0.0,1.0,0.53
89,orchestrator,2,2,0.41666666666666663,0.45,0.8333333333333334,0.5,0.5183333333333333
89,release,2,2,0.75,0.1,0.16666666666666666,1.0,0.4633333333333334
89,scheduling,2,2,0.29166666666666663,0.1,0.16666666666666666,1.0,0.28
89,supply,2,2,0.18333333333333335,0.1,0.16666666666666666,1.0,0.2366666666666667
89,compliance,2,2,0.13392857142857142,0.1,0.16666666666666666,1.0,0.2169047619047619
89,pricing,2,2,0.10555555555555556,0.1,0.16666666666666666,1.0,0.20555555555555555
90,release,30,30,0.9166666666666666,0.3,0.16666666666666666,1.0,0.59
90,scheduling,3,30,1.0,0.10000000000000002,0.0,1.0,0.53
90,orchestrator,30,30,0.5166666666666667,0.49000000000000005,0.3333333333333333,0.5,0.4703333333333333
90,compliance,30,30,0.3194444444444445,0.2000000000000001,0.16666666666666666,1.0,0.3211111111111111
91,release,24,24,0.9791666666666666,0.2999999999999999,0.1666666666666666,1.0,0.6149999999999999
91,orchestrator,24,24,0.5208333333333334,0.5,0.3333333333333332,0.5,0.47500000000000003
91,compliance,24,24,0.329861111111111,0.20000000000000007,0.1666666666666666,1.0,0.3252777777777778
93,orchestrator,3,3,0.5555555555555555,0.43333333333333335,0.8333333333333334,0.5,0.568888888888889
93,release,3,3,0.5,0.10000000000000002,0.16666666666666666,1.0,0.3633333333333334
93,supply,3,3,0.4444444444444445,0.13333333333333333,0.16666666666666666,1.0,0.35111111111111115
93,pricing,3,3,0.4000000000000001,0.13333333333333333,0.16666666666666666,1.0,0.33333333333333337
93,scheduling,3,3,0.25,0.10000000000000002,0.16666666666666666,1.0,0.2633333333333333
93,compliance,3,3,0.125,0.10000000000000002,0.16666666666666666,1.0,0.21333333333333335
94,compliance,1,1,1.0,0.2,0.16666666666666666,1.0,0.5933333333333334
94,orchestrator,1,1,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
94,release,1,1,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
94,scheduling,1,1,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
94,supply,1,1,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
94,pricing,1,1,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
96,scheduling,5,5,0.85,0.18,0.16666666666666666,1.0,0.5273333333333333
96,orchestrator,5,5,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
96,release,5,5,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
96,pricing,5,5,0.28,0.12,0.16666666666666666,1.0,0.2813333333333333
96,supply,5,5,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
96,compliance,5,5,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
97,release,1,1,1.0,0.2,0.16666666666666666,1.0,0.5933333333333334
97,orchestrator,1,1,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
97,scheduling,1,1,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
97,supply,1,1,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
97,compliance,1,1,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
97,pricing,1,1,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
100,orchestrator,33,33,0.49242424242424254,0.4242424242424244,0.8282828282828281,0.5,0.53989898989899
100,factory,3,33,1.0,0.10000000000000002,0.0,1.0,0.53
100,release,33,33,0.5707070707070708,0.11515151515151521,0.16666666666666669,1.0,0.39616161616161627
100,supply,33,33,0.3434343434343434,0.12121212121212127,0.16666666666666669,1.0,0.30707070707070705
100,scheduling,33,33,0.30303030303030304,0.10909090909090914,0.16666666666666669,1.0,0.28727272727272735
100,compliance,33,33,0.23063973063973062,0.11212121212121218,0.16666666666666669,1.0,0.25922558922558925
100,pricing,32,33,0.21249999999999986,0.11250000000000006,0.16666666666666669,1.0,0.2520833333333333
101,orchestrator,19,19,0.46491228070175433,0.47894736842105273,0.8333333333333336,0.5,0.5463157894736843
101,release,19,19,0.8947368421052632,0.10000000000000003,0.1666666666666666,1.0,0.5212280701754386
101,scheduling,19,19,0.4342105263157894,0.11578947368421055,0.1666666666666666,1.0,0.34175438596491226
101,supply,19,19,0.23684210526315794,0.10526315789473686,0.1666666666666666,1.0,0.2596491228070176
101,compliance,19,19,0.13909774436090222,0.10000000000000003,0.1666666666666666,1.0,0.21897243107769424
101,pricing,19,19,0.10877192982456141,0.10000000000000003,0.1666666666666666,1.0,0.2068421052631579
103,orchestrator,9,9,0.5555555555555555,0.43333333333333335,0.8148148148148147,0.5,0.5651851851851852
103,factory,3,9,1.0,0.10000000000000002,0.0,1.0,0.53
103,release,9,9,0.5370370370370371,0.1111111111111111,0.16666666666666666,1.0,0.38148148148148153
103,scheduling,9,9,0.2777777777777778,0.1111111111111111,0.16666666666666666,1.0,0.2777777777777778
103,supply,9,9,0.2566137566137566,0.1111111111111111,0.16666666666666666,1.0,0.2693121693121693
103,pricing,8,9,0.21250000000000002,0.11249999999999999,0.16666666666666666,1.0,0.2520833333333333
103,compliance,9,9,0.1234567901234568,0.09999999999999999,0.16666666666666666,1.0,0.21271604938271604
104,orchestrator,44,44,0.49621212121212127,0.49090909090909096,0.8333333333333333,0.5,0.5624242424242425
104,release,44,44,0.9431818181818182,0.1,0.16666666666666677,1.0,0.5406060606060606
104,factory,1,44,1.0,0.1,0.0,1.0,0.53
104,scheduling,44,44,0.3750000000000002,0.1068181818181818,0.16666666666666677,1.0,0.31537878787878804
104,supply,44,44,0.19621212121212125,0.1,0.16666666666666677,1.0,0.24181818181818185
104,compliance,44,44,0.14082792207792216,0.1,0.16666666666666677,1.0,0.21966450216450223
104,pricing,44,44,0.10984848484848482,0.1,0.16666666666666677,1.0,0.20727272727272728
105,factory,1,1,1.0,0.1,0.0,1.0,0.53
105,orchestrator,1,1,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
105,release,1,1,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
105,scheduling,1,1,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
105,supply,1,1,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
105,compliance,1,1,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
105,pricing,1,1,0.1,0.1,0.16666666666666666,1.0,0.20333333333333334
106,orchestrator,20,20,0.3999999999999999,0.41000000000000014,0.8333333333333336,0.5,0.49966666666666676
106,release,20,20,0.675,0.13500000000000004,0.1666666666666666,1.0,0.4438333333333333
106,supply,20,20,0.3333333333333334,0.12000000000000006,0.1666666666666666,1.0,0.30266666666666675
106,pricing,20,20,0.2799999999999999,0.12000000000000004,0.1666666666666666,1.0,0.2813333333333333
106,scheduling,20,20,0.2875,0.10500000000000002,0.1666666666666666,1.0,0.2798333333333333
106,compliance,20,20,0.2125,0.11000000000000003,0.1666666666666666,1.0,0.25133333333333335
107,factory,4,34,1.0,0.1,0.0,1.0,0.53
107,orchestrator,34,34,0.3480392156862746,0.4029411764705884,0.8186274509803919,0.5,0.47382352941176475
107,scheduling,34,34,0.6691176470588235,0.16176470588235298,0.1666666666666667,1.0,0.4495098039215686
107,release,34,34,0.5196078431372549,0.10588235294117652,0.1666666666666667,1.0,0.37294117647058833
107,supply,34,34,0.26330532212885155,0.111764705882353,0.1666666666666667,1.0,0.2721848739495799
107,pricing,31,34,0.18709677419354834,0.10967741935483878,0.16666666666666669,1.0,0.2410752688172043
107,compliance,34,34,0.17524509803921567,0.10588235294117652,0.1666666666666667,1.0,0.23519607843137258
108,orchestrator,43,43,0.48255813953488363,0.42325581395348844,0.8139534883720928,0.5,0.5327906976744186
108,factory,5,43,1.0,0.1,0.0,1.0,0.53
108,release,43,43,0.5310077519379844,0.10930232558139535,0.16666666666666677,1.0,0.3785271317829457
108,supply,43,43,0.3383167220376524,0.12093023255813957,0.16666666666666677,1.0,0.3049390919158362
108,compliance,43,43,0.3068475452196382,0.12093023255813949,0.16666666666666677,1.0,0.2923514211886305
108,scheduling,43,43,0.29651162790697677,0.11395348837209301,0.16666666666666677,1.0,0.28612403100775197
108,pricing,38,43,0.21842105263157882,0.11315789473684212,0.16666666666666674,1.0,0.25464912280701757
110,orchestrator,10,10,0.4166666666666667,0.45,0.8333333333333333,0.5,0.5183333333333334
110,release,10,10,0.75,0.09999999999999999,0.16666666666666669,1.0,0.4633333333333334
110,scheduling,10,10,0.3666666666666667,0.10999999999999999,0.16666666666666669,1.0,0.31300000000000006
110,compliance,10,10,0.30892857142857144,0.12000000000000002,0.16666666666666669,1.0,0.2929047619047619
110,supply,10,10,0.2666666666666667,0.10999999999999999,0.16666666666666669,1.0,0.273
110,pricing,10,10,0.19555555555555557,0.10999999999999999,0.16666666666666669,1.0,0.24455555555555555
111,pricing,1,4,1.0,0.1,0.0,1.0,0.53
111,orchestrator,4,4,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
111,scheduling,4,4,0.625,0.15,0.16666666666666666,1.0,0.42833333333333334
111,release,4,4,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
111,compliance,4,4,0.32500000000000007,0.125,0.16666666666666666,1.0,0.3008333333333334
111,factory,4,4,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
111,supply,4,4,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
112,orchestrator,3,3,0.3333333333333333,0.4000000000000001,0.8333333333333334,0.5,0.47000000000000003
112,pricing,3,3,0.7000000000000001,0.16666666666666666,0.16666666666666666,1.0,0.4633333333333334
112,scheduling,3,3,0.5,0.13333333333333333,0.16666666666666666,1.0,0.3733333333333334
112,release,3,3,0.5,0.10000000000000002,0.16666666666666666,1.0,0.3633333333333334
112,factory,3,3,0.16666666666666666,0.10000000000000002,0.16666666666666666,1.0,0.23
112,supply,3,3,0.125,0.10000000000000002,0.16666666666666666,1.0,0.21333333333333335
113,pricing,1,1,1.0,0.2,0.16666666666666666,1.0,0.5933333333333334
113,orchestrator,1,1,0.3333333333333333,0.4,0.8333333333333334,0.5,0.47
113,release,1,1,0.5,0.1,0.16666666666666666,1.0,0.3633333333333334
113,scheduling,1,1,0.25,0.1,0.16666666666666666,1.0,0.2633333333333333
113,factory,1,1,0.16666666666666666,0.1,0.16666666666666666,1.0,0.23
113,supply,1,1,0.125,0.1,0.16666666666666666,1.0,0.21333333333333335
116,scheduling,3,3,0.75,0.16666666666666666,0.16666666666666666,1.0,0.4833333333333334
116,orchestrator,3,3,0.3333333333333333,0.4000000000000001,0.8333333333333334,0.5,0.47000000000000003
116,release,3,3,0.6666666666666666,0.13333333333333333,0.16666666666666666,1.0,0.43999999999999995
116,supply,3,3,0.16666666666666666,0.10000000000000002,0.16666666666666666,1.0,0.23
116,compliance,3,3,0.125,0.10000000000000002,0.16666666666666666,1.0,0.21333333333333335
116,pricing,3,3,0.10000000000000002,0.10000000000000002,0.16666666666666666,1.0,0.20333333333333334
117,factory,2,8,1.0,0.1,0.0,1.0,0.53
117,orchestrator,8,8,0.40625000000000006,0.4125,0.8124999999999999,0.5,0.49874999999999997
117,release,8,8,0.5625,0.11249999999999999,0.16666666666666666,1.0,0.39208333333333334
117,supply,8,8,0.3720238095238095,0.12500000000000003,0.16666666666666666,1.0,0.3196428571428571
117,pricing,7,8,0.3571428571428572,0.12857142857142856,0.16666666666666666,1.0,0.3147619047619048
117,scheduling,8,8,0.28125,0.11249999999999999,0.16666666666666666,1.0,0.2795833333333333
117,compliance,8,8,0.1232638888888889,0.09999999999999999,0.16666666666666666,1.0,0.2126388888888889
